start_time_stamp,message_time,message_time_stamp,EyeOpen_message.started,EyeOpen_message.stopped,space_press.keys,space_press.rt,space_press.started,space_press.stopped,eyeopen_start,eyeopen_end,eyeopen_start.started,eyeopen_start.stopped,participant,replicate,date,expName,psychopyVersion,frameRate,
1663130235462,0.00036979200012865476,1663130235462,10.154072999999698,None,space,14.067903958000898,10.154072999999698,None,,,,,jim,2,2022_Sep_14_1237,EyeOpen-exp,2021.2.3,60.24975015611511,
,,,,,,,,,16.085893167000904,136.0846343330013,26.23551691600005,None,,,,,,,
