difficulty_level,num_session,num_rand,level_loop.thisRepN,level_loop.thisTrialN,level_loop.thisN,level_loop.thisIndex,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,ratings.thisRepN,ratings.thisTrialN,ratings.thisN,ratings.thisIndex,start_time_stamp,True_ans,stim_start,press_key_time,stim_end,key_resp.keys,key_resp.corr,key_resp.rt,accuracy,diff,rating_effort.response,rating_difficulty.response,rating_attention.response,participant,replicate,date,expName,psychopyVersion,frameRate,
low,1,10,0,1,1,1,7,0,7,0,,,,,,left,64.0667736660107,65.80033212498529,66.5853067500284,left,1,1.694601832947228,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,1,1,1,8,0,8,0,,,,,,left,67.0335146660218,68.50070049997885,69.53418050002074,left,1,1.4235453750006855,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,1,1,1,9,0,9,0,,,,,,left,69.93545554101001,70.85002745798556,72.43446687498363,left,1,0.8719277909840457,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,1,1,1,,,,,0,0,0,0,,,,,,,,,90.0,low,None,2.0,None,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,1,1,1,,,,,1,0,1,0,,,,,,,,,,,None,None,4.0,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,1,1,1,,,,,2,0,2,0,,,,,,,,,,,4.0,None,None,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,2,2,2,0,0,0,0,,,,,,right,81.38493191602174,82.85007516597398,83.88497641601134,right,1,1.4183210000046529,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,2,2,2,1,0,1,0,,,,,,right,84.40106054098578,85.70022033300484,86.90127954102354,right,1,1.2501918749767356,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,2,2,2,2,0,2,0,,,,,,right,87.30155683297198,88.96616408298723,89.80143929098267,right,1,1.629976624972187,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,2,2,2,3,0,3,0,,,,,,left,90.28479674999835,91.34951441601152,92.78548854100518,left,1,1.03055124997627,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,2,2,2,4,0,4,0,,,,,,right,93.33532675000606,,95.84987266600365,None,0,,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,2,2,2,5,0,5,0,,,,,,left,96.28340087499237,97.70044612500351,98.78534041601233,left,1,1.366395749966614,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,2,2,2,6,0,6,0,,,,,,right,99.38691050000489,101.11730195797281,101.88481725001475,right,1,1.6904969159513712,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,2,2,2,7,0,7,0,,,,,,left,102.40212504100055,103.70078629098134,104.90038083301624,left,1,1.2668661249917932,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,2,2,2,8,0,8,0,,,,,,right,105.40256829099962,107.7502239579917,107.90054325002711,right,1,2.314951041014865,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,2,2,2,9,0,9,0,,,,,,right,108.4516817079857,110.53308833297342,110.9508717500139,right,1,2.053045749955345,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,2,2,2,,,,,0,0,0,0,,,,,,,,,90.0,low,4.0,None,None,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,2,2,2,,,,,1,0,1,0,,,,,,,,,,,None,3.0,None,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,2,2,2,,,,,2,0,2,0,,,,,,,,,,,None,None,4.0,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,3,3,3,0,0,0,0,,,,,,left,118.78559729101835,119.9844976660097,121.2835112910252,left,1,1.1552148329792544,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,3,3,3,1,0,1,0,,,,,,right,121.70235416601645,123.81626395799685,124.20134362502722,right,1,2.078956708952319,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,3,3,3,2,0,2,0,,,,,,left,124.70201175002148,125.46621641598176,127.20157129102154,left,1,0.7269577500410378,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,3,3,3,3,0,3,0,,,,,,right,127.8022596249939,129.14968991599744,130.30220629100222,right,1,1.3070499160094187,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,3,3,3,4,0,4,0,,,,,,right,130.90288654097822,133.13299458299298,133.40094775002217,right,1,2.1912642079987563,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,3,3,3,5,0,5,0,,,,,,left,133.93394399998942,134.88451983302366,136.4341474159737,left,1,0.9066372499801219,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,3,3,3,6,0,6,0,,,,,,right,137.03453337500105,138.16623220802285,139.53405145800207,right,1,1.0995813339832239,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,3,3,3,7,0,7,0,,,,,,right,140.06658729101764,142.50040349998744,142.58501749997959,right,1,2.3987199169932865,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,3,3,3,8,0,8,0,,,,,,left,143.10109900002135,143.8841295830207,145.60146529099438,left,1,0.7432913749944419,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,3,3,3,9,0,9,0,,,,,,right,146.06748500000685,148.06619787501404,148.5667682500207,right,1,1.9588422090164386,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,3,3,3,,,,,0,0,0,0,,,,,,,,,100.0,low,None,3.0,None,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,3,3,3,,,,,1,0,1,0,,,,,,,,,,,4.0,None,None,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,3,3,3,,,,,2,0,2,0,,,,,,,,,,,None,None,4.0,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,4,4,4,0,0,0,0,,,,,,left,156.18598987499718,157.43333520798478,158.6847858330002,left,1,1.2111302080447786,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,4,4,4,1,0,1,0,,,,,,left,159.25214679102646,160.23293795797508,161.75080008298391,left,1,0.9440409999806434,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,4,4,4,2,0,2,0,,,,,,right,162.18524745799368,163.84977387497202,164.68604862497887,left,0,1.627116042014677,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,4,4,4,3,0,3,0,,,,,,left,165.28465258301003,166.0004082910018,167.78484287502943,left,1,0.670936000009533,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,4,4,4,4,0,4,0,,,,,,left,168.35099183302373,169.44979037501616,170.85063137498219,left,1,1.0625827919575386,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,4,4,4,5,0,5,0,,,,,,left,171.36708683299366,172.10061224998208,173.8670136660221,left,1,0.704710541991517,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,4,4,4,6,0,6,0,,,,,,right,174.38523941597668,176.03300695802318,176.88560008298373,right,1,1.603175416996237,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,4,4,4,7,0,7,0,,,,,,right,177.48528449999867,178.90027645800728,179.98454683297314,right,1,1.3666911670006812,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,4,4,4,8,0,8,0,,,,,,right,180.55182445800165,182.41623220802285,183.06698920798954,left,0,1.8200021660304628,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,4,4,4,9,0,9,0,,,,,,right,183.58635895798216,186.06629920797423,186.08467125002062,right,1,2.435366082994733,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,4,4,4,,,,,0,0,0,0,,,,,,,,,80.0,low,4.0,None,None,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,4,4,4,,,,,1,0,1,0,,,,,,,,,,,None,4.0,None,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
low,1,10,0,4,4,4,,,,,2,0,2,0,,,,,,,,,,,None,None,4.0,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,5,5,5,0,0,0,0,,,,,,left,193.78541533299722,194.9171651250217,196.28547329100547,right,0,1.099348874995485,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,5,5,5,1,0,1,0,,,,,,right,196.85030699998606,198.33322024997324,199.35066133301007,right,1,1.4455078330356628,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,5,5,5,2,0,2,0,,,,,,right,199.83463220798876,202.05000308301533,202.3341597079998,left,0,2.1733369999565184,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,5,5,5,3,0,3,0,,,,,,left,202.91877887502778,204.6661798330024,205.43424762500217,left,1,1.703579291002825,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,5,5,5,4,0,4,0,,,,,,left,205.9675469159847,208.38480745797278,208.48529316601343,right,0,2.370701999985613,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,5,5,5,5,0,5,0,,,,,,left,208.91828187502688,210.50071624998236,211.41817037499277,left,1,1.554636874992866,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,5,5,5,6,0,6,0,,,,,,right,211.98606158298207,213.53319070802536,214.4861762499786,left,0,1.5073327499558218,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,5,5,5,7,0,7,0,,,,,,right,214.91908212500857,216.7844222499989,217.4182275829953,left,0,1.8249695420381613,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,5,5,5,8,0,8,0,,,,,,left,218.01693866599817,220.16612362500746,220.51797829102725,left,1,2.120284000004176,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,5,5,5,9,0,9,0,,,,,,left,221.01732962502865,222.61609158298234,223.51716375001706,right,0,1.5689535419805907,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,5,5,5,,,,,0,0,0,0,,,,,,,,,40.0,medium,None,None,4.0,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,5,5,5,,,,,1,0,1,0,,,,,,,,,,,None,3.0,None,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,5,5,5,,,,,2,0,2,0,,,,,,,,,,,4.0,None,None,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,6,6,6,0,0,0,0,,,,,,right,231.53545291599585,232.8499356660177,234.03524354100227,left,0,1.268639791989699,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,6,6,6,1,0,1,0,,,,,,right,234.45171824999852,235.966141041019,236.949885250011,right,1,1.4736530000227503,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,6,6,6,2,0,2,0,,,,,,right,237.46657208300894,239.28322137502255,239.9853839999996,left,0,1.7667084999848157,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,6,6,6,3,0,3,0,,,,,,right,240.4349822080112,241.50056095799664,242.93397741601802,left,0,1.0295265840250067,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,6,6,6,4,0,4,0,,,,,,left,243.5186722499784,245.73440287500853,246.0165142909973,left,1,2.1863250409951434,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,6,6,6,5,0,5,0,,,,,,right,246.50255254097283,248.5173230409855,248.9997173330048,right,1,1.9679193749907427,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,6,6,6,6,0,6,0,,,,,,left,249.60224970802665,251.5848216249724,252.1014152499847,left,1,1.93863250000868,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,6,6,6,7,0,7,0,,,,,,right,252.65125070797512,255.0516138750245,255.1664072080166,left,0,2.357056292006746,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,6,6,6,8,0,8,0,,,,,,left,255.6666964580072,257.55133816599846,258.1668811250129,left,1,1.8393464999971911,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,6,6,6,9,0,9,0,,,,,,left,258.71957941597793,260.2845337499748,261.2171772500151,left,1,1.5260539999580942,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,6,6,6,,,,,0,0,0,0,,,,,,,,,60.0,medium,4.0,None,None,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,6,6,6,,,,,1,0,1,0,,,,,,,,,,,None,None,4.0,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,6,6,6,,,,,2,0,2,0,,,,,,,,,,,None,3.0,None,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,7,7,7,0,0,0,0,,,,,,left,271.2369126250269,273.1508146660053,273.7343326249975,right,0,1.8739083329564892,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,7,7,7,1,0,1,0,,,,,,left,274.2848960830015,276.532847666007,276.8010881660157,left,1,2.1996412080479786,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,7,7,7,2,0,2,0,,,,,,right,277.38557975000003,279.21632275002776,279.88579579099314,right,1,1.78807158395648,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,7,7,7,3,0,3,0,,,,,,right,280.45182354102144,282.11732358299196,282.95080804097233,right,1,1.6375931249931455,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,7,7,7,4,0,4,0,,,,,,left,283.5346542079933,285.21623529097997,286.0341508749989,left,1,1.641779041965492,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,7,7,7,5,0,5,0,,,,,,right,286.4703253749758,288.08344150002813,288.98515312501695,left,0,1.5679951250203885,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,7,7,7,6,0,6,0,,,,,,left,289.56950945802964,291.0846709579928,292.084045415977,left,1,1.460915457981173,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,7,7,7,7,0,7,0,,,,,,left,292.517811083002,294.55100441601826,295.01853233302245,left,1,1.9976533749722876,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,7,7,7,8,0,8,0,,,,,,right,295.43513437500224,296.8164483329747,297.93445779097965,left,0,1.3373015419929288,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,7,7,7,9,0,9,0,,,,,,right,298.3677686249721,300.0164408329874,300.8861194580095,right,1,1.6038547499920242,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,7,7,7,,,,,0,0,0,0,,,,,,,,,70.0,medium,None,2.0,None,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,7,7,7,,,,,1,0,1,0,,,,,,,,,,,None,None,4.0,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,7,7,7,,,,,2,0,2,0,,,,,,,,,,,4.0,None,None,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,8,8,8,0,0,0,0,,,,,,right,308.702563208004,309.71714795799926,311.2011812910205,left,0,0.9670906249666587,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,8,8,8,1,0,1,0,,,,,,left,311.63458875002107,313.93372687499505,314.1346319579752,right,0,2.262038416985888,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,8,8,8,2,0,2,0,,,,,,left,314.60097908298485,316.76627933298005,317.10032245801995,right,0,2.1241675000055693,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,8,8,8,3,0,3,0,,,,,,right,317.61803504102863,319.0994963750127,320.11851566599216,right,1,1.4466314170276746,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,8,8,8,4,0,4,0,,,,,,right,320.65112162497826,322.91734541597543,323.1496314579854,left,0,2.223288416978903,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,8,8,8,5,0,5,0,,,,,,right,323.6854659160017,325.9005093749729,326.1848144159885,right,1,2.1758172079571523,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,8,8,8,6,0,6,0,,,,,,left,326.75237004098017,328.98337729100604,329.26629524998134,left,1,2.1918039160082117,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,8,8,8,7,0,7,0,,,,,,right,329.7699068749789,331.61639749997994,332.26903179101646,right,1,1.8050184999592602,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,8,8,8,8,0,8,0,,,,,,left,332.80062245798763,334.88334512501024,335.3010871250299,left,1,2.0522242080187425,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,8,8,8,9,0,9,0,,,,,,right,335.8186271250015,336.78516104101436,338.3173808749998,left,0,0.9275005419622175,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,8,8,8,,,,,0,0,0,0,,,,,,,,,50.0,medium,4.0,None,None,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,8,8,8,,,,,1,0,1,0,,,,,,,,,,,None,3.0,None,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,8,8,8,,,,,2,0,2,0,,,,,,,,,,,None,None,4.0,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,9,9,9,0,0,0,0,,,,,,left,346.51755912502995,347.7836844159756,349.0187662909739,left,1,1.2303873329656199,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,9,9,9,1,0,1,0,,,,,,left,349.5844460829976,351.08509000000777,352.0836339999805,left,1,1.461054209037684,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,9,9,9,2,0,2,0,,,,,,right,352.5193187909899,354.2501027910039,355.01828174997354,right,1,1.6936219159979373,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,9,9,9,3,0,3,0,,,,,,left,355.5182057080092,357.7003324580146,358.01839300000574,left,1,2.1370153749594465,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
medium,1,10,0,9,9,9,4,0,4,0,,,,,,left,358.58391120802844,359.88471191597637,361.0850244999747,left,1,1.2626012089895085,,,,,,samuel,1,2022_Sep_13_1649,Mentalrotate-exp,2021.2.3,60.82245659800537,
